MITRE Descriptions,Tactic1,Tactic2,Tactic3,Tactic4
Methods of Manipulation of Control include: * Man-in-the-middle * Spoof command message * Changing setpoints.,IMPACT,,,
Adversaries may attempt to manipulate the information reported back to operators or controllers.,IMPACT,,,
This manipulation may be short term or sustained.,IMPACT,,,
During this time the process itself could be in a much different state than what is reported.,IMPACT,,,
Operators may be fooled into doing something that is harmful to the system in a loss of view situation.,IMPACT,,,
"With a manipulated view into the systems, operators may issue inappropriate control sequences that introduce faults or catastrophic failures into the system.",IMPACT,,,
Business analysis systems can also be provided with inaccurate data leading to bad management decisions.,IMPACT,,,
Adversaries may modify the tasking of a controller to allow for the execution of their own programs.,EXECUTION,,,
This can allow an adversary to manipulate the execution flow and behavior of a controller.,EXECUTION,,,
"According to 61131-3, the association of a Task with a Program Organization Unit (POU) defines a task association.",EXECUTION,,,
An adversary may modify these associations or create new ones to manipulate the execution flow of a controller.,EXECUTION,,,
Modification of controller tasking can be accomplished using a Program Download in addition to other types of program modification such as online edit and program append.,EXECUTION,,,
"Tasks have properties, such as interval, frequency and priority to meet the requirements of program execution.",EXECUTION,,,
"Some controller vendors implement tasks with implicit, pre-defined properties whereas others allow for these properties to be formulated explicitly.",EXECUTION,,,
An adversary may associate their program with tasks that have a higher priority or execute associated programs more frequently.,EXECUTION,,,
"For instance, to ensure cyclic execution of their program on a Siemens controller, an adversary may add their program to the task, Organization Block 1 (OB1).",EXECUTION,,,
"Adversaries may modify or add a program on a controller to affect how it interacts with the physical process, peripheral devices and other hosts on the network.",PERSISTENCE,,,
Modification to controller programs can be accomplished using a Program Download in addition to other types of program modification such as online edit and program append.,PERSISTENCE,,,
Program modification encompasses the addition and modification of instructions and logic contained in Program Organization Units (POU) and similar programming elements found on controllers.,PERSISTENCE,,,
"This can include, for example, adding new functions to a controller, modifying the logic in existing functions and making new calls from one function to another.",PERSISTENCE,,,
Some programs may allow an adversary to interact directly with the native API of the controller to take advantage of obscure features or vulnerabilities.,PERSISTENCE,,,
Adversaries may install malicious or vulnerable firmware onto modular hardware devices.,PERSISTENCE,,,
Control system devices often contain modular hardware devices.,PERSISTENCE,,,
These devices may have their own set of firmware that is separate from the firmware of the main control system equipment.,PERSISTENCE,,,
"This technique is similar to [System Firmware], but is conducted on other system components that may not have the same capabilities or level of integrity checking.",PERSISTENCE,,,
"Although it results in a device re-image, malicious device firmware may provide persistent access to remaining devices.",PERSISTENCE,,,
"An easy point of access for an adversary is the Ethernet card, which may have its own CPU, RAM, and operating system.",PERSISTENCE,,,
The adversary may attack and likely exploit the computer on an Ethernet card.,PERSISTENCE,,,
"Exploitation of the Ethernet card computer may enable the adversary to accomplish additional attacks, such as the following: * Delayed Attack - The adversary may stage an attack in advance and choose when to launch it, such as at a particularly damaging time. * Brick the Ethernet Card - Malicious firmware may be programmed to result in an Ethernet card failure, requiring a factory return. * Random Attack or Failure - The adversary may load malicious firmware onto multiple field devices.",PERSISTENCE,,,
"Execution of an attack and the time it occurs is generated by a pseudo-random number generator. * A Field Device Worm - The adversary may choose to identify all field devices of the same model, with the end goal of performing a device-wide compromise. * Attack Other Cards on the Field Device - Although it is not the most important module in a field device, the Ethernet card is most accessible to the adversary and malware.",PERSISTENCE,,,
"Compromise of the Ethernet card may provide a more direct route to compromising other modules, such as the CPU module.",PERSISTENCE,,,
Adversaries may gather information about the physical process state.,COLLECTION,,,
This information may be used to gain more information about the process itself or used as a trigger for malicious actions.,COLLECTION,,,
"The sources of process state information may vary such as, OPC tags, historian data, specific PLC block information, or network traffic.",COLLECTION,,,
Adversaries may directly interact with the native OS application programming interface (API) to access system functions.,EXECUTION,,,
"Native APIs provide a controlled means of calling low-level OS services within the kernel, such as those involving hardware/devices, memory, and processes. as well as carrying out tasks and requests during routine operations.",EXECUTION,,,
Functionality provided by native APIs are often also exposed to user-mode applications via interfaces and libraries.,EXECUTION,,,
